Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins
0,3,0,0,0.26,1,161.0,96,51.6,12.25,7.7
0,56,1,0,0.32,2,91.1,90,34.2,8.97,11.9
0,51,1,0,0.0,1,197.8,60,53.0,11.05,8.9
0,114,1,0,0.0,2,187.8,109,46.0,7.73,10.1
0,101,1,1,2.73,0,121.1,116,64.3,9.32,10.1
1,77,1,0,0.0,2,251.8,72,61.0,10.29,9.8
0,147,0,0,0.0,1,183.8,113,46.0,8.24,10.1
0,119,1,1,3.0,0,220.1,128,91.0,13.41,11.1
0,42,1,1,2.19,0,163.8,80,64.9,8.89,8.1
0,91,1,1,2.59,1,273.0,78,90.9,10.78,9.6
0,100,0,0,0.19,0,68.5,110,42.9,16.86,12.1
0,76,1,1,2.57,3,160.1,107,67.7,8.44,9.5
0,105,1,0,0.0,2,119.3,82,37.0,9.26,10.9
0,121,1,0,0.0,1,150.7,105,43.0,9.87,9.2
1,55,1,1,2.97,4,130.5,114,69.7,10.42,11.0
0,73,1,0,0.0,1,214.3,145,60.0,13.43,10.8
0,98,1,0,0.33,0,236.2,122,60.3,9.47,13.3
0,190,1,0,0.26,0,142.9,96,42.6,8.9,6.6
0,71,1,1,3.81,1,175.7,82,90.1,12.95,14.1
0,77,1,0,0.0,1,67.7,68,29.0,9.79,12.0
0,172,1,1,2.38,1,274.9,102,86.8,9.33,8.8
0,106,1,0,0.0,1,191.4,124,50.0,10.04,8.2
0,49,1,0,0.15,1,236.6,91,60.5,11.05,8.9
0,127,1,1,1.3,0,173.0,91,64.0,12.29,4.8
0,172,1,0,0.0,2,169.8,123,45.0,9.16,12.7
1,28,1,0,0.0,6,121.7,48,32.0,6.29,8.3
0,205,1,0,0.32,2,49.9,123,25.2,7.54,10.1
0,63,1,1,1.78,1,142.3,107,52.8,5.94,6.6
0,110,1,0,0.0,1,131.9,93,46.0,13.64,7.1
0,117,1,0,0.0,1,102.8,119,36.0,10.34,10.1
1,99,0,0,0.0,0,242.3,102,72.0,17.55,11.3
0,112,1,0,0.26,3,189.4,83,53.6,10.95,7.1
0,138,1,0,0.0,3,127.1,102,43.0,12.39,5.0
1,122,0,0,0.3,4,140.0,101,44.0,9.82,9.7
0,90,1,0,0.0,2,207.2,121,61.0,14.63,8.0
0,112,1,1,3.11,1,198.8,122,86.1,11.93,11.5
0,55,1,1,2.32,2,105.3,82,58.2,9.87,8.6
0,64,0,0,0.26,3,146.7,83,40.6,7.42,12.5
0,111,1,0,0.39,2,110.4,103,34.9,6.87,7.7
1,52,0,0,0.0,0,251.4,118,60.0,9.83,11.0
0,6,1,0,0.0,1,183.6,117,54.0,12.84,10.2
0,58,1,0,0.0,1,149.4,145,43.0,9.83,14.9
0,93,1,1,3.05,7,152.3,90,79.5,13.38,11.3
0,149,1,0,0.0,7,166.6,61,47.0,10.94,8.2
1,51,0,0,0.0,0,153.6,108,46.0,11.65,14.1
0,91,1,0,0.0,1,217.9,71,57.0,11.51,10.6
0,108,1,0,0.0,2,73.8,105,25.0,7.17,10.9
0,85,0,0,0.0,2,165.4,107,45.0,9.8,9.6
0,130,1,0,0.26,2,132.4,81,42.6,10.02,6.0
0,41,1,0,0.34,1,209.9,105,50.4,6.1,9.6
0,1,1,0,0.0,1,144.8,107,35.0,5.63,13.8
0,111,1,1,1.92,1,127.1,94,61.2,11.42,7.1
0,61,1,0,0.0,2,188.9,105,46.0,7.68,10.2
0,110,1,1,2.62,1,236.3,102,83.2,9.8,9.7
0,84,1,1,3.05,0,214.3,112,83.5,9.41,11.3
0,31,1,1,1.59,0,100.1,54,53.9,12.32,5.9
0,120,1,0,0.0,2,184.5,103,50.0,10.45,10.2
0,89,1,0,0.15,0,192.1,83,48.5,8.18,6.1
1,113,1,0,0.0,1,272.1,111,70.0,13.43,8.5
0,137,1,0,0.27,2,205.9,88,55.7,10.47,14.5
0,165,1,0,0.0,6,154.2,91,50.0,13.43,10.9
0,112,1,0,0.29,0,194.4,101,52.9,9.52,11.4
0,194,1,0,0.0,0,193.3,106,48.0,8.45,11.8
1,37,0,0,0.0,0,172.9,119,45.0,9.15,9.8
0,87,0,0,0.0,1,167.3,119,46.0,9.93,11.0
0,63,1,1,3.32,1,152.2,119,79.2,11.36,12.3
1,101,1,0,0.0,4,158.4,92,43.0,9.4,13.5
1,137,0,0,0.0,0,237.3,103,56.0,8.84,14.2
0,120,1,1,2.86,0,244.3,140,97.6,16.12,10.6
0,23,1,0,0.0,6,190.2,89,47.0,8.32,15.0
1,94,1,0,0.0,4,157.9,105,41.0,7.75,8.0
0,63,0,1,2.7,1,151.5,99,66.0,7.39,10.0
1,57,0,0,0.0,0,115.0,65,30.0,6.12,6.4
0,87,1,1,2.75,2,125.0,99,69.5,11.77,10.2
0,85,1,0,0.0,1,176.4,122,50.0,11.25,11.5
0,95,1,0,0.44,3,156.6,88,52.4,12.38,12.3
0,160,1,0,0.18,1,166.8,109,50.8,11.8,9.3
0,61,0,1,3.05,0,143.5,76,76.5,12.13,11.3
0,75,1,1,3.02,1,248.9,93,87.2,8.54,11.2
1,60,0,1,3.78,0,265.9,113,101.8,10.79,14.0
0,138,1,0,0.0,0,205.9,96,57.0,12.86,12.1
0,145,1,0,0.0,2,187.9,110,49.0,9.85,4.8
0,96,1,1,3.0,2,175.8,96,78.0,10.33,11.1
1,97,0,0,0.38,0,236.9,107,57.8,7.88,7.3
0,95,1,1,2.65,0,165.7,78,73.5,10.78,9.8
1,111,1,0,0.0,5,123.1,88,40.0,10.7,12.0
1,71,1,0,0.0,0,238.0,82,65.0,13.93,11.8
0,148,1,0,0.29,2,243.0,115,60.9,9.59,13.4
0,136,1,0,0.0,0,109.4,91,37.0,10.38,11.6
1,99,1,0,0.0,3,256.4,44,62.0,10.73,7.9
0,149,0,0,0.18,0,176.2,87,44.8,7.25,5.7
0,38,1,0,0.0,0,149.0,92,30.0,2.46,13.9
0,139,1,1,2.24,2,231.0,85,81.4,11.12,8.3
0,106,1,1,3.54,0,220.1,105,92.4,11.11,13.1
0,128,1,0,0.36,3,247.3,91,61.6,9.14,14.7
0,104,1,0,0.0,0,263.4,101,65.0,11.78,13.0
0,132,1,0,0.0,0,222.4,85,52.0,8.27,11.2
1,99,1,0,0.0,7,115.5,75,39.0,10.91,11.5
0,170,1,0,0.21,0,246.4,107,64.1,11.41,9.1
1,44,1,0,0.21,3,288.1,112,73.1,12.9,10.2
1,98,1,0,0.38,5,227.1,116,52.8,6.03,4.7
0,65,1,0,0.0,1,136.1,112,47.0,13.65,4.4
0,75,1,0,0.26,1,209.4,133,56.6,10.58,7.2
0,93,1,0,0.0,1,98.4,78,38.0,12.48,14.2
0,85,1,0,0.0,1,144.4,88,48.0,13.23,9.9
0,117,1,0,0.19,1,184.5,97,63.9,17.58,8.7
1,130,0,0,0.0,5,216.2,106,68.0,18.19,16.9
0,103,1,1,2.08,2,121.0,105,64.8,13.52,7.7
0,114,1,0,0.4,1,172.0,145,57.0,13.82,10.1
0,67,1,1,2.59,1,104.9,65,62.9,10.82,9.6
0,78,1,0,0.0,0,193.1,85,48.0,8.61,10.2
0,95,1,0,0.0,4,238.1,65,57.0,9.36,11.8
0,112,1,1,3.0,4,213.0,121,86.0,11.31,11.1
0,157,1,1,1.84,3,192.6,107,68.4,9.78,6.8
0,41,1,1,1.94,0,213.8,102,68.4,7.09,7.2
0,63,1,0,0.19,0,180.5,126,52.9,11.5,10.6
0,121,1,0,0.0,5,215.6,74,54.0,9.65,10.1
0,87,1,1,3.02,0,143.5,106,74.2,11.18,11.2
0,132,1,1,3.11,0,182.9,54,87.1,14.62,11.5
0,99,1,1,2.08,3,244.1,71,79.8,10.17,7.7
0,143,1,0,0.0,1,133.4,107,42.0,11.2,10.2
1,36,0,1,5.4,0,196.8,89,110.0,12.75,20.0
0,142,1,0,0.42,0,216.8,134,57.2,9.39,8.3
0,106,1,0,0.0,2,147.9,97,43.0,10.47,8.8
0,50,1,0,0.29,1,295.3,127,64.9,6.37,9.6
0,139,0,0,0.0,0,161.5,121,44.0,9.65,11.2
0,120,1,1,0.0,1,128.5,115,36.0,8.19,0.0
0,59,1,0,0.19,0,159.5,96,43.9,8.36,10.2
0,135,1,0,0.0,1,173.4,107,49.0,11.1,13.7
0,151,1,0,0.43,0,175.3,106,47.3,7.22,11.8
0,109,1,0,0.0,0,200.1,72,60.0,15.05,11.9
0,159,1,1,3.4,2,153.6,93,79.0,10.85,12.6
0,224,1,0,0.21,3,111.4,133,36.1,8.75,5.5
0,82,1,0,0.0,1,125.7,96,40.0,10.38,12.9
0,195,1,1,3.27,0,231.7,110,91.7,11.26,12.1
0,68,1,0,0.33,0,226.7,94,56.3,8.42,10.2
0,104,1,0,0.23,2,182.9,113,54.3,11.98,5.5
1,60,1,0,0.0,2,289.8,101,71.0,12.78,11.7
0,54,1,0,0.0,1,273.8,113,57.0,5.98,11.7
0,70,1,0,0.31,0,177.4,125,53.1,11.31,10.9
0,86,1,1,3.29,1,167.6,139,71.9,5.65,12.2
0,115,1,1,3.67,6,170.5,107,84.7,10.86,13.6
0,152,1,0,0.0,2,140.5,92,40.0,9.34,9.5
0,110,1,0,0.0,4,242.5,110,56.0,8.12,7.8
1,94,1,0,0.28,3,269.2,104,65.8,9.69,8.9
0,96,1,1,3.05,1,261.3,96,94.5,11.05,11.3
0,55,1,1,2.19,3,139.3,101,60.9,8.92,8.1
1,86,0,0,0.0,2,162.4,131,42.0,8.35,11.4
0,39,1,0,0.0,1,187.2,110,42.0,5.74,13.2
0,94,1,0,0.0,0,85.9,113,34.0,11.34,15.6
0,142,1,1,1.16,0,163.3,104,51.6,6.8,4.3
1,95,1,0,0.0,6,128.6,115,41.0,10.81,6.3
0,104,1,0,0.0,2,139.7,78,41.0,10.13,11.3
0,132,0,1,3.48,2,200.3,75,88.8,11.33,12.9
0,91,1,0,0.0,1,109.8,100,35.0,9.48,11.1
0,73,1,0,0.0,0,254.7,80,51.0,4.51,10.6
0,139,1,0,0.0,3,192.8,104,53.0,11.72,13.0
0,162,1,1,3.27,0,224.9,97,87.7,9.41,12.1
0,100,1,1,2.0,0,177.1,88,65.0,8.19,7.4
0,109,1,0,0.0,1,217.0,115,55.0,10.35,8.2
1,16,1,0,0.0,0,229.6,78,57.0,10.29,10.8
0,165,1,0,0.13,1,150.5,75,43.3,9.66,10.3
0,61,1,1,2.94,3,270.7,53,93.4,10.04,10.9
0,56,1,1,1.32,1,37.7,115,32.2,7.21,4.9
0,80,1,0,0.0,0,194.8,116,51.0,10.5,12.8
0,126,1,1,3.4,3,114.3,102,70.0,9.52,12.6
0,88,0,1,3.51,1,288.5,114,102.1,10.17,13.0
0,66,1,1,2.3,0,141.7,87,70.0,13.42,8.5
0,100,0,0,0.0,4,219.4,112,57.0,11.29,12.0
0,105,1,0,0.3,1,146.4,81,48.0,11.26,8.5
0,89,1,1,2.86,1,215.1,140,82.6,9.87,10.6
0,55,1,1,3.38,2,189.3,95,76.8,5.93,12.5
0,160,1,0,0.0,0,82.7,116,31.0,9.73,10.9
1,74,1,0,0.32,2,298.1,112,71.2,10.07,9.7
0,66,1,1,3.27,1,106.7,76,68.7,10.49,12.1
0,85,1,1,2.57,2,229.6,123,76.7,6.62,9.5
1,117,0,0,0.0,1,287.4,118,71.0,12.98,10.0
0,30,1,0,0.0,0,227.4,88,55.0,9.13,12.5
0,84,1,1,2.03,4,207.5,138,73.3,10.05,7.5
0,96,1,0,0.0,1,173.9,111,54.0,14.37,9.1
0,125,1,0,0.3,1,140.1,132,45.0,10.48,8.0
0,79,1,0,0.0,1,205.7,123,54.0,10.73,6.7
0,135,1,0,0.17,2,239.9,91,57.7,8.86,5.9
0,94,1,1,4.35,0,233.2,88,93.5,5.67,16.1
0,83,1,0,0.0,1,208.9,71,54.0,10.74,13.0
0,121,1,0,0.32,1,213.2,79,50.2,6.04,7.5
0,99,1,0,0.0,3,146.7,64,49.0,13.7,8.9
1,131,0,1,3.73,4,292.9,101,104.3,9.99,13.8
0,127,1,0,0.35,1,134.9,79,45.5,11.08,15.0
0,139,1,1,3.48,2,96.2,112,66.8,8.95,12.9
0,109,1,0,0.42,2,218.9,105,67.2,15.0,11.3
0,41,1,0,0.21,3,202.9,97,50.1,7.69,9.0
0,113,1,0,0.0,3,92.6,85,31.0,8.88,14.4
0,138,1,1,2.21,0,75.8,102,50.1,8.68,8.2
0,49,1,0,0.0,2,119.4,69,44.0,13.67,12.4
0,82,0,0,0.0,3,208.8,101,54.0,10.69,12.4
1,53,1,0,0.0,9,228.6,117,51.0,6.64,10.1
0,136,1,0,0.3,2,142.3,79,41.0,7.9,6.0
0,38,1,0,0.0,3,194.4,94,49.0,9.34,10.8
1,55,0,0,0.32,1,191.9,91,58.2,12.81,14.3
0,90,1,0,0.0,1,125.4,158,45.0,13.46,11.0
0,124,1,0,0.0,3,157.4,107,42.0,8.39,8.8
0,97,1,1,1.32,3,141.0,101,55.2,10.6,4.9
1,69,0,1,2.21,1,271.5,98,90.1,12.67,8.2
0,146,0,0,0.0,1,111.1,126,46.0,15.67,10.5
0,130,1,1,2.35,0,141.9,92,67.5,11.45,8.7
0,123,1,0,0.15,3,211.0,92,56.5,10.85,9.8
0,62,1,0,0.0,3,186.8,94,50.0,10.38,8.8
0,151,1,0,0.0,0,170.2,89,45.0,9.38,4.3
0,116,1,0,0.16,1,63.7,101,29.6,9.79,10.0
0,132,1,1,1.92,2,113.2,96,62.2,13.5,7.1
1,81,1,0,0.0,1,261.4,141,63.0,10.79,8.0
0,133,1,0,0.0,1,162.1,91,46.0,10.61,12.2
0,121,1,1,1.59,0,193.8,62,65.9,9.88,5.9
0,70,1,1,2.65,1,249.5,101,91.5,12.99,9.8
0,163,1,1,3.35,2,215.1,91,82.5,6.95,12.4
0,84,1,0,0.0,1,146.8,133,40.0,8.59,9.9
0,147,1,0,0.31,0,155.1,117,50.1,11.99,10.6
1,109,0,0,0.0,2,268.4,85,59.0,7.53,9.7
0,29,1,0,0.0,2,196.8,81,48.0,8.4,12.7
0,134,1,0,0.0,2,7.8,86,16.0,8.57,12.9
0,100,1,0,0.0,1,166.0,102,49.0,11.81,10.9
1,125,1,0,0.0,4,143.2,80,32.0,4.41,8.8
0,144,1,0,0.0,0,133.3,101,45.0,12.78,11.6
0,37,1,0,0.0,0,191.1,69,44.0,6.46,12.9
0,60,1,0,0.0,3,193.9,118,41.0,4.25,13.2
0,101,0,0,0.0,1,156.4,116,38.0,6.52,7.3
0,58,1,0,0.0,2,238.9,107,57.0,9.36,11.8
0,137,1,0,0.26,0,144.0,90,42.6,9.08,12.3
0,107,1,1,2.21,1,134.2,101,63.1,10.6,8.2
0,42,1,0,0.0,1,146.3,84,47.0,12.8,8.0
0,98,1,0,0.41,1,187.2,127,53.1,9.78,5.1
1,83,1,0,0.0,0,337.4,120,77.0,11.37,15.8
1,54,1,0,0.21,2,247.5,85,64.1,11.27,10.2
0,103,1,1,2.4,0,107.7,124,59.0,9.45,8.9
0,28,1,0,0.0,2,180.8,109,56.0,14.44,14.1
0,87,1,1,0.0,1,165.8,122,45.0,9.35,0.0
0,22,1,1,1.13,1,199.1,100,64.3,11.09,4.2
0,186,1,0,0.0,1,137.8,97,40.0,9.39,8.7
0,69,1,0,0.41,0,195.1,91,60.1,13.08,11.4
0,52,1,0,0.0,3,129.3,80,35.0,7.14,12.3
0,126,0,0,0.0,2,197.6,126,55.0,12.33,12.5
0,68,1,0,0.0,1,195.4,116,52.0,10.61,15.1
0,105,1,1,2.19,2,236.5,111,72.9,5.85,8.1
0,163,1,0,0.0,1,223.0,120,58.0,11.35,8.8
0,60,1,0,0.0,1,145.0,133,43.0,10.46,14.6
0,39,1,0,0.0,0,93.3,83,33.0,9.98,6.5
0,11,1,1,1.62,3,190.6,86,68.2,11.01,6.0
0,88,1,0,0.0,2,172.8,81,46.0,9.67,12.8
0,46,1,0,0.26,2,214.1,72,53.6,8.22,8.2
0,142,0,0,0.0,1,140.8,140,44.0,11.43,10.9
0,160,1,0,0.0,3,256.0,111,60.0,9.37,11.5
0,67,1,0,0.0,0,201.4,101,43.0,4.88,7.0
0,73,1,0,0.0,0,213.0,95,53.0,9.44,13.5
0,73,1,0,0.0,0,157.1,109,50.0,13.44,10.0
0,125,1,1,2.54,1,96.5,109,54.4,7.29,9.4
1,128,1,0,0.0,1,227.9,130,65.0,15.13,5.5
0,137,1,0,0.0,3,242.1,118,58.0,9.55,14.7
0,150,1,1,2.97,1,174.4,75,74.7,8.5,11.0
0,105,1,0,0.0,4,162.3,99,46.0,10.63,11.1
0,142,1,0,0.0,1,232.1,102,54.0,8.41,9.9
1,115,0,0,0.0,1,249.9,95,64.0,12.13,15.3
0,93,1,0,0.0,1,179.3,93,47.0,9.44,12.1
0,176,1,0,0.0,3,223.2,76,57.0,10.72,10.1
0,123,1,0,0.24,0,204.4,88,49.4,6.88,10.0
0,166,1,0,0.39,1,220.7,106,56.9,8.89,12.4
0,196,1,0,0.0,2,234.0,109,61.0,12.48,9.1
0,99,1,0,0.0,3,217.2,112,58.0,12.34,15.8
1,119,1,0,0.0,2,287.1,115,63.0,7.97,13.9
0,95,1,1,2.0,0,160.3,87,65.0,10.12,7.4
0,58,1,1,3.11,2,224.1,127,90.1,11.94,11.5
0,117,1,0,0.39,1,119.0,82,40.9,9.38,11.5
0,66,1,1,1.46,2,254.9,108,78.6,12.16,5.4
1,93,1,0,0.29,1,328.1,106,71.9,7.59,8.7
0,72,1,0,0.0,0,109.1,97,29.0,5.79,8.3
0,120,1,0,0.0,1,252.1,110,63.0,11.31,13.8
0,9,1,1,3.11,2,88.5,87,62.1,8.94,11.5
0,130,1,0,0.35,1,176.9,109,41.5,4.54,9.5
0,122,1,0,0.0,0,144.2,87,43.0,10.61,9.5
0,175,1,0,0.0,1,132.0,95,43.0,11.56,8.7
0,95,1,1,2.73,1,260.8,130,90.3,10.67,10.1
0,117,1,0,0.0,2,149.9,95,48.0,12.81,13.3
0,152,1,0,0.22,2,101.2,122,32.2,7.08,7.5
0,134,1,1,3.0,2,208.8,130,77.0,6.65,11.1
1,144,1,1,1.76,2,189.8,96,60.6,6.17,6.5
0,138,1,0,0.28,3,171.4,117,41.8,5.76,17.0
0,115,1,0,0.0,3,109.7,148,38.0,11.19,15.4
0,122,1,0,0.23,2,140.1,120,46.3,11.57,11.2
0,108,1,0,0.0,2,240.2,78,61.0,11.52,5.2
0,186,1,1,3.92,2,74.3,107,67.2,8.87,14.5
1,89,0,1,3.0,0,112.6,114,72.0,13.09,11.1
0,70,1,0,0.17,0,126.3,99,35.7,7.08,9.6
0,120,1,0,0.0,1,158.0,110,44.0,9.85,10.0
0,79,1,0,0.0,1,41.9,124,26.0,10.55,11.4
0,110,1,0,0.0,1,55.3,102,24.0,8.24,10.2
0,138,1,1,2.62,3,155.2,139,76.2,13.42,9.7
0,63,1,0,0.0,3,117.1,118,42.0,12.48,11.1
0,159,1,0,0.0,1,169.8,114,46.0,9.89,11.6
0,71,1,1,1.51,2,141.4,107,53.1,8.15,5.6
0,181,1,0,0.0,1,143.3,91,41.0,9.78,6.0
0,119,1,0,0.39,1,176.8,90,53.9,11.24,7.5
0,145,1,0,0.0,0,241.7,137,53.0,6.79,13.1
0,66,1,0,0.0,2,256.3,135,59.0,9.01,6.2
0,55,1,0,0.0,2,286.7,100,61.0,6.72,6.9
0,114,1,0,0.0,2,193.0,101,55.0,12.5,9.6
0,52,1,0,0.0,4,209.8,114,51.0,8.57,9.9
0,86,1,1,3.21,3,253.1,112,93.1,10.51,11.9
0,44,1,0,0.35,0,204.6,117,56.5,10.26,10.7
1,148,0,0,0.21,0,233.5,81,58.1,9.39,9.6
1,116,1,0,0.0,0,288.0,120,71.0,12.79,13.4
1,111,1,0,0.0,0,249.8,109,64.0,12.12,11.6
0,123,1,0,0.36,1,172.2,92,47.6,8.13,8.7
0,149,1,1,2.75,0,147.8,132,76.5,13.84,10.2
0,88,1,0,0.31,1,181.5,116,50.1,9.35,10.5
0,132,1,0,0.0,1,117.6,66,39.0,10.7,8.8
0,96,1,1,2.65,1,172.7,86,67.5,6.67,9.8
0,159,1,0,0.0,1,87.7,103,39.0,13.91,10.5
1,101,1,0,0.0,5,89.7,118,38.0,13.01,13.5
0,85,1,0,0.0,3,255.3,114,60.0,9.73,3.7
0,109,1,0,0.27,0,162.6,138,43.7,7.7,11.5
0,112,1,0,0.0,2,101.1,119,36.0,10.72,10.3
0,89,1,0,0.38,2,89.7,80,34.8,8.99,9.5
0,130,1,0,0.32,0,252.0,101,61.2,8.51,5.7
0,84,1,0,0.26,2,190.2,102,52.6,9.89,9.8
0,1,1,0,0.0,0,123.8,113,42.0,11.81,3.7
0,54,1,1,3.05,2,117.6,82,64.5,7.96,11.3
0,134,1,0,0.0,2,258.8,85,56.0,6.48,10.9
0,141,1,0,0.32,1,83.2,74,34.2,9.53,10.7
0,129,0,0,0.39,1,192.9,131,52.9,9.28,10.9
0,67,1,0,0.22,4,310.4,97,61.2,3.33,9.2
0,50,1,0,0.0,1,183.6,107,37.0,2.93,8.7
0,15,1,0,0.0,2,135.2,101,36.0,7.63,8.4
0,68,1,0,0.0,1,158.8,119,45.0,10.59,10.3
1,149,1,0,0.0,3,242.5,83,63.0,12.27,10.0
0,78,1,0,0.0,1,231.0,115,59.0,11.52,9.5
0,121,1,1,2.03,3,218.2,88,87.3,17.43,7.5
0,55,1,1,1.97,1,207.7,91,72.7,9.99,7.3
0,51,1,0,0.0,1,259.9,114,60.0,8.81,15.3
0,174,1,1,3.35,1,221.8,143,89.5,10.53,12.4
0,57,1,0,0.0,3,161.0,113,46.0,10.4,8.4
0,144,1,1,2.7,1,219.9,102,84.0,11.11,10.0
0,131,1,0,0.0,0,112.8,133,37.0,9.97,10.1
0,36,1,1,2.46,1,152.8,110,71.6,12.14,9.1
0,129,1,0,0.0,4,186.0,127,54.0,13.12,11.5
0,123,1,0,0.0,0,159.5,77,53.0,15.19,12.0
0,74,1,0,0.0,2,124.0,102,44.0,13.11,11.7
1,162,1,1,2.51,1,179.7,144,75.1,10.91,9.3
0,133,1,1,1.81,5,239.9,107,81.1,12.69,6.7
0,80,1,0,0.0,0,151.5,89,37.0,6.59,11.8
0,146,1,0,0.0,3,205.4,101,47.0,6.75,10.3
0,51,1,0,0.0,1,181.5,108,48.0,9.85,10.3
0,79,1,0,0.0,1,152.2,112,41.0,8.86,5.3
1,155,1,0,0.0,0,203.4,100,51.0,9.55,8.9
0,38,1,0,0.0,2,117.3,114,38.0,10.44,14.4
0,82,1,1,2.97,2,137.8,95,73.7,11.78,11.0
0,108,1,0,0.0,0,199.3,104,53.0,11.21,15.2
0,88,1,0,0.0,1,142.2,107,47.0,13.12,10.1
0,109,1,1,2.43,4,217.5,123,81.3,11.69,9.0
0,121,1,1,2.59,1,215.5,95,83.9,12.09,9.6
0,197,1,0,0.0,0,233.9,96,59.0,10.95,9.5
1,125,1,0,0.0,0,240.7,82,64.0,13.47,10.1
0,101,1,0,0.0,1,174.9,105,52.0,13.1,8.5
0,90,1,1,3.0,2,185.6,106,81.0,10.99,11.1
0,70,1,0,0.0,1,230.3,110,46.0,3.9,13.2
0,63,1,0,0.0,0,149.3,104,49.0,13.68,9.1
0,77,1,0,0.0,3,185.9,95,50.0,10.6,11.3
0,83,1,1,3.54,3,155.9,122,76.4,8.12,13.1
0,37,1,0,0.3,4,221.0,126,58.0,10.23,6.8
0,147,1,1,3.81,2,243.4,126,103.1,13.69,14.1
1,74,1,0,0.0,3,314.1,86,73.0,11.12,12.3
0,59,1,0,0.0,0,195.0,58,51.0,9.93,14.8
0,19,1,1,3.05,1,156.6,97,76.5,11.21,11.3
0,19,1,0,0.31,1,201.5,123,49.1,6.46,12.9
0,83,1,0,0.0,3,231.3,100,58.0,10.52,12.4
0,41,1,0,0.0,1,207.2,138,54.0,10.71,11.9
0,147,1,0,0.26,2,124.4,74,51.6,16.05,10.4
0,138,0,1,3.16,0,225.2,116,85.6,8.67,11.7
1,90,0,0,0.0,4,148.2,96,44.0,11.02,9.2
0,80,1,0,0.0,3,51.5,90,23.0,8.2,9.5
0,149,1,1,3.86,1,198.9,77,96.6,13.7,14.3
0,50,1,1,2.86,1,214.3,129,90.6,14.49,10.6
0,86,1,0,0.0,1,92.8,92,30.0,7.98,8.8
0,180,1,1,2.05,1,231.8,78,80.5,11.65,7.6
0,111,1,0,0.0,0,176.4,62,48.0,10.05,11.2
0,145,1,0,0.0,1,229.6,82,51.0,6.91,3.3
0,78,1,0,0.0,1,130.8,64,42.0,11.19,10.0
0,21,1,1,2.57,6,135.9,90,72.7,13.55,9.5
1,88,1,0,0.0,5,131.5,99,38.0,8.74,7.9
0,92,1,0,0.29,1,212.4,105,58.9,11.23,9.0
0,58,1,0,0.29,2,243.1,105,63.9,11.57,7.8
0,13,1,0,0.0,2,143.1,139,45.0,11.98,7.1
0,29,0,1,1.54,2,235.0,101,71.4,9.17,5.7
1,135,1,0,0.0,5,263.8,66,67.0,12.57,8.4
0,64,1,0,0.26,3,124.1,117,40.6,9.64,6.4
0,149,1,0,0.0,1,140.4,94,47.0,13.59,11.1
0,103,1,0,0.0,0,160.2,104,40.0,6.95,9.7
0,146,1,1,2.0,2,149.6,96,66.0,11.99,7.4
0,32,1,0,0.0,0,230.9,87,56.0,9.37,6.3
0,50,1,1,3.67,3,302.7,93,108.7,12.03,13.6
1,91,0,0,0.0,2,145.0,89,40.0,8.79,16.7
0,127,1,1,3.29,2,129.7,115,68.9,8.04,12.2
0,71,1,0,0.21,0,211.2,70,60.1,12.64,12.3
0,95,1,0,0.0,2,203.4,96,49.0,8.43,13.7
0,137,1,0,0.36,1,97.5,95,37.6,9.79,0.0
0,68,1,1,1.65,1,160.0,72,59.5,9.23,6.1
0,36,1,0,0.0,2,177.9,129,50.0,11.23,10.8
0,137,1,1,2.11,0,175.3,96,72.1,12.07,7.8
0,116,1,0,0.0,2,110.9,54,37.0,10.67,7.9
0,68,1,0,0.11,3,222.8,99,54.1,8.79,11.0
0,92,1,0,0.0,0,249.4,118,61.0,10.58,9.1
0,73,1,0,0.0,1,122.0,92,33.0,6.92,5.8
0,54,1,0,0.0,1,116.8,119,31.0,6.16,12.0
0,72,1,1,4.46,1,186.7,108,105.6,16.75,16.5
0,76,1,0,0.0,0,198.3,130,53.0,10.86,12.5
0,65,1,0,0.0,1,207.7,109,54.0,10.88,8.0
1,109,1,1,3.32,1,166.9,85,81.2,11.06,12.3
0,105,1,1,2.7,0,179.4,113,81.0,13.77,10.0
0,107,0,0,0.0,2,273.5,104,63.0,9.19,11.0
0,137,1,0,0.0,0,208.8,120,55.0,11.27,11.1
0,115,1,1,2.59,1,142.1,124,65.9,9.17,9.6
0,70,1,0,0.0,0,175.4,130,44.0,7.98,11.6
0,144,1,1,1.0,0,105.0,86,39.0,6.09,3.7
0,63,1,0,0.0,1,128.7,78,43.0,12.04,12.8
0,116,1,1,3.13,2,268.6,83,92.3,8.91,11.6
0,129,1,0,0.0,2,198.4,91,57.0,13.24,9.2
0,85,1,0,0.0,4,183.4,111,46.0,8.44,9.9
0,93,1,0,0.19,1,152.1,141,46.9,10.78,12.0
1,145,1,0,0.0,1,224.2,89,65.0,15.75,16.1
0,63,1,1,2.21,0,214.9,86,76.1,9.91,8.2
0,62,1,0,0.0,0,172.4,132,49.0,11.53,11.0
0,124,1,0,0.0,3,158.6,104,45.0,10.56,10.2
0,137,1,0,0.23,1,155.5,81,40.3,6.66,9.1
0,140,1,0,0.26,1,162.6,98,48.6,10.31,8.2
1,13,1,0,0.0,0,303.2,133,67.0,8.53,11.5
0,86,1,0,0.0,3,194.2,98,50.0,9.69,9.3
